No;Nama;Rating;Comments;links
106;Eggel Valor Neo Bluetooth Call Smartwatch;3;setelah saya pakai selama satu hari tidak ada kendala yang begitu terasa sih, tapi ada beberapa watchfaces yang terlihat burik/kurang jelas saat dipakai, fitur shake nya kadang kurang optimal, untuk charging nya aman tapi agak ribet karena pakai magnet dan waktu charge nya yg lama. dan seller nya ngirim barang terlalu lama, saya checkout barang jam 5.30 tapi barang baru dikirim pukul 14.30 yang akhirnya butuh waktu 3 hari untuk barang nya sampai (gua kagak pakai gratis ongkir sengaja biar cepat kirim nya) dan berujung barang nya kagak bisa gua pakai buat acara, dah segitu aja sih;https://www.tokopedia.com/eggelindonesia/eggel-valor-neo-bluetooth-call-smartwatch-smart-watch-band?extParam=ivf%3Dfalse%26src%3Dsearch
107;Jam Tangan Pria Apollo Series ( Full Black );3;agus barangnya. tp prosesnya lama. sorry ya diedit. belum genap sebulan udah berembun, padahal gapernah dibawa kena air. mungkin karna kena cuaca ekstrem. sayangnya seller gaada respon untuk membantu ngatasin ini, akhirnya ya googleing sendiri. thanks;https://www.tokopedia.com/mcewatches/jam-tangan-pria-apollo-series-full-black?extParam=ivf%3Dfalse%26src%3Dsearch
108;Forester JTF 2007 Digital Sport Watch Waterproof;3;tombol atur jam bawah kanan rusak, tidak bisa setel waktu;https://www.tokopedia.com/foresterofficial/forester-jtf-2007-digital-sport-watch-waterproof?extParam=ivf%3Dfalse%26src%3Dsearch
109;Forester JTF 2007 Digital Sport Watch Waterproof;3;kurang puas. ga sesuai gambar;https://www.tokopedia.com/foresterofficial/forester-jtf-2007-digital-sport-watch-waterproof?extParam=ivf%3Dfalse%26src%3Dsearch
110;Jims Honey - Jam Tangan Wanita Kode 8123 Jam Tangan Best Seller - Hitam;3;Good lah;https://www.tokopedia.com/jims-honey/jims-honey-jam-tangan-wanita-kode-8123-jam-tangan-best-seller-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
111;Jims Honey - Jam Tangan Wanita Kode 8123 Jam Tangan Best Seller - Hitam;3;talinya pendek;https://www.tokopedia.com/jims-honey/jims-honey-jam-tangan-wanita-kode-8123-jam-tangan-best-seller-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
112;Jam Tangan Anak Digital SKMEI 1451 BK/BLUE Water resistant 30m;3;barang cukup bagus cuma sayng lam sampainya;https://www.tokopedia.com/skmeiofficialid/jam-tangan-anak-digital-skmei-1451-bk-blue-water-resistant-30m?extParam=ivf%3Dfalse%26src%3Dsearch
113;Jam Tangan Anak Digital SKMEI 1451 BK/BLUE Water resistant 30m;3;Barang bqgus, pengiriman lambaaaaat;https://www.tokopedia.com/skmeiofficialid/jam-tangan-anak-digital-skmei-1451-bk-blue-water-resistant-30m?extParam=ivf%3Dfalse%26src%3Dsearch
114;BIDEN Jam Tangan Pria Chronograph Tahan Air QUARTZ Top Bisnis Kasual - Kuning;3;bagus tapi blm tau tahan lama apa kg;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
115;BIDEN Jam Tangan Pria Chronograph Tahan Air QUARTZ Top Bisnis Kasual - Kuning;3;warna yg datang tidak sesuai;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
116;BIDEN Jam Tangan Pria Chronograph Tahan Air QUARTZ Top Bisnis Kasual - Kuning;3;beda warna, tapi tetep dikirim.;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
117;BIDEN Jam Tangan Pria Chronograph Tahan Air QUARTZ Top Bisnis Kasual - Kuning;3;pemutar kunci kalender pandai berubah sendiri;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
118;BIDEN Jam Tangan Pria Chronograph Tahan Air QUARTZ Top Bisnis Kasual - Kuning;3;warna tidak sesuai permintaan, minta hijau dateng biru..........;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
119;BIDEN Jam Tangan Pria Chronograph Tahan Air QUARTZ Top Bisnis Kasual - Kuning;3;pengiriman lambat dan respon lama;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
120;BIDEN Jam Tangan Pria Militer Digital&Analog Olahraga Tali Silikon - green black;3;strapnya keras, bahannya terlihat seperti jam mainan;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
121;BIDEN Jam Tangan Pria Chronograph Tahan Air QUARTZ Top Bisnis Kasual - Kuning;2;Kendala: Kemasan tidak aman, Pengiriman lama;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
122;BIDEN Jam Tangan Pria Chronograph Tahan Air QUARTZ Top Bisnis Kasual - Kuning;2;harga diskon ini tidak sesuai karena di lihat dr tmpt lain trnyta harga nya 365 ribu;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-chronograph-tahan-air-quartz-top-bisnis-kasual-kuning?extParam=ivf%3Dfalse&src=topads
123;BIDEN Jam Tangan Pria Militer Digital&Analog Olahraga Tali Silikon - green black;2;Kendala: Pelayanan penjual kurang;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-militer-digital-analog-olahraga-tali-silikon-green-black?extParam=ivf%3Dfalse&src=topads
124;BIDEN Jam Tangan Pria Militer Digital&Analog Olahraga Tali Silikon - green black;2;kondisi jam mati. jarum kendor.. harus servis ke tukang jam moga bisa ..;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-militer-digital-analog-olahraga-tali-silikon-green-black?extParam=ivf%3Dfalse&src=topads
125;Eggel Tempo 2 Full Touch Screen SmartWatch / Smart Watch / Band - Valor Neo;2;model lumayan bagus cuma baterainya parah. di charge tdk mau full, kualitas baterainya jelek.;https://www.tokopedia.com/eggelindonesia/eggel-tempo-2-full-touch-screen-smartwatch-smart-watch-band-valor-neo?extParam=ivf%3Dfalse%26src%3Dsearch
126;Eggel Tempo 2 Full Touch Screen SmartWatch / Smart Watch / Band - Valor Neo;2;Barang diterima bermasalah pada bagian strap. Walaupun di chat balesnya responsif, tapi ribet harus kirim ke sana lagi, mana biaya sendiri, padahal itungannya cacat produksi. Cukup kecewa dengan pembelian barang pertama dari eggle;https://www.tokopedia.com/eggelindonesia/eggel-tempo-2-full-touch-screen-smartwatch-smart-watch-band-valor-neo?extParam=ivf%3Dfalse%26src%3Dsearch
127;BIDEN jam tangan pria Santai Mode Bisnis Tahan Air Kuarsa Jam Tangan - Biru;2;Padahal sudah private message untuk cek QC trap sebelum packing, tapi tetap saja ada cacat di trap nya. seperti barang reject;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-santai-mode-bisnis-tahan-air-kuarsa-jam-tangan-biru?extParam=ivf%3Dfalse%26src%3Dsearch
128;BIDEN jam tangan pria Santai Mode Bisnis Tahan Air Kuarsa Jam Tangan - Biru;2;Barang datang kondisi strap severed/putus. Toko tidak mau tanggung jawab dengan mengirimkan kembali strap atau kompensasi bentuk lain, malah disarankan return ongkir tanggung sendiri. Harga watch 100 ribu disaranin bayar ongkir 40 ribu :) Saya kasih bintang 2 karena setidaknya CS tidak ngegas dari awal dan kooperatif walaupun tetap gak ada solusinya karena tokonya yang tidak mau tanggung jawab;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-santai-mode-bisnis-tahan-air-kuarsa-jam-tangan-biru?extParam=ivf%3Dfalse%26src%3Dsearch
129;BIDEN jam tangan pria Santai Mode Bisnis Tahan Air Kuarsa Jam Tangan - Cokelat;2;type tidak sesuai pesanan;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-santai-mode-bisnis-tahan-air-kuarsa-jam-tangan-biru?extParam=ivf%3Dfalse%26src%3Dsearch
130;BIDEN jam tangan pria Santai Mode Bisnis Tahan Air Kuarsa Jam Tangan - Cokelat;2;barang tidak sesuai, sblum order sudah ditanyakan stok jamnya tp setelah checkout gada info kalau stoknya habis malah dikirim barang yg asal ada;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-santai-mode-bisnis-tahan-air-kuarsa-jam-tangan-biru?extParam=ivf%3Dfalse%26src%3Dsearch
131;BIDEN jam tangan pria Santai Mode Bisnis Tahan Air Kuarsa Jam Tangan - Biru;2;"harga sama barang ga sesuai masa jarum yg panjang longgar di goyang"" bisa gerak trus cuma jarum detik nya doang yg berjalan yg lain ga";https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-santai-mode-bisnis-tahan-air-kuarsa-jam-tangan-biru?extParam=ivf%3Dfalse%26src%3Dsearch
132;BIDEN jam tangan pria Santai Mode Bisnis Tahan Air Kuarsa Jam Tangan - Cokelat;2;jarum jam tidak berfungsi dengan baik. lepas dari porosnya.;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-santai-mode-bisnis-tahan-air-kuarsa-jam-tangan-biru?extParam=ivf%3Dfalse%26src%3Dsearch
133;BIDEN jam tangan pria Santai Mode Bisnis Tahan Air Kuarsa Jam Tangan - Biru;2;worthit lah jam murah plastikan dikasi kotak biar pricy dikit.;https://www.tokopedia.com/watchyourhome/biden-jam-tangan-pria-santai-mode-bisnis-tahan-air-kuarsa-jam-tangan-biru?extParam=ivf%3Dfalse%26src%3Dsearch
134;Jims Honey - Jam Tangan Wanita Kode 8125 Plus - Lengkap Box - Hitam;2;Maaf sy ubah bintangnya, ternyata jarum jam tidak jalan atau mati.. huft..;https://www.tokopedia.com/jims-honey/jims-honey-jam-tangan-wanita-kode-8125-plus-lengkap-box-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
135;Jims Honey - Jam Tangan Wanita Kode 8125 Plus - Lengkap Box - Hitam;2;tali nya tertlalu pendek bgt jd buat yg agak gemuk pas bgt dan cepat putus;https://www.tokopedia.com/jims-honey/jims-honey-jam-tangan-wanita-kode-8125-plus-lengkap-box-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
136;Jam Tangan Pria Digital SKMEI 1426 ARMYGREEN/BLACK Water resistant 50m;2;Lamaaaaaaaaa respon-konfirmasi orderan. Lamaaaaaa pengirimanya.;https://www.tokopedia.com/skmeiofficialid/jam-tangan-pria-digital-skmei-1426-armygreen-black-water-resistant-50m?extParam=ivf%3Dfalse%26src%3Dsearch
137;Jam Tangan Pria Digital SKMEI 1426 ARMYGREEN/BLACK Water resistant 50m;2;Ga sesuai, mnt hitam yg dtg ijo, ga ada konfirmasi lg, mana bacaan didus mntnya bintang 5 lg;https://www.tokopedia.com/skmeiofficialid/jam-tangan-pria-digital-skmei-1426-armygreen-black-water-resistant-50m?extParam=ivf%3Dfalse%26src%3Dsearch
138;Jam Tangan Pria Digital SKMEI 1426 ARMYGREEN/BLACK Water resistant 50m;2;tombolnya kendor...... kyk mau copot. kirimnya kelamaan, seperti bukan beli di official store.;https://www.tokopedia.com/skmeiofficialid/jam-tangan-pria-digital-skmei-1426-armygreen-black-water-resistant-50m?extParam=ivf%3Dfalse%26src%3Dsearch
139;Jam Tangan Pria Digital SKMEI 1426 ARMYGREEN/BLACK Water resistant 50m;2;nyala lampu nya gak rata + tombol tengah kanan gak fungsi yg harus nya buat tmbol light. semoga bisa lebih baik lagi;https://www.tokopedia.com/skmeiofficialid/jam-tangan-pria-digital-skmei-1426-armygreen-black-water-resistant-50m?extParam=ivf%3Dfalse%26src%3Dsearch
140;Jam Tangan Pria Digital SKMEI 1426 ARMYGREEN/BLACK Water resistant 50m;2;Pelayanan buruk, saya pesan tgl 12 februati baru dikirim tgl 15 dan tidak ada konfirmasi dari penjual, sebelum saya yang berinisiatif menanyakannya. fitur light tidak sesuai dengan gambar, digambar yang nyala angka jam, info hari, tgl, dan tahun, tapi barang yang saya dapatkan lampu menyorot dari samping, pengiriman sesuai;https://www.tokopedia.com/skmeiofficialid/jam-tangan-pria-digital-skmei-1426-armygreen-black-water-resistant-50m?extParam=ivf%3Dfalse%26src%3Dsearch
141;"Amazfit Bip 3 Pro Smartwatch 1.69"" Touch Screen, GPS jam tangan SpO2 - Cream";2; Beli 2 unit, yang hitam normal, yang putih nggak bisa di charger ;https://www.tokopedia.com/amazfitofficial-/amazfit-bip-3-pro-smartwatch-1-69-touch-screen-gps-jam-tangan-spo2-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
142;"Amazfit Bip 3 Pro Smartwatch 1.69"" Touch Screen, GPS jam tangan SpO2 - Cream";2;Kurang akurat. Gps kdg gak baca;https://www.tokopedia.com/amazfitofficial-/amazfit-bip-3-pro-smartwatch-1-69-touch-screen-gps-jam-tangan-spo2-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
143;"Amazfit Bip 3 Pro Smartwatch 1.69"" Touch Screen, GPS jam tangan SpO2 - Hitam";2;Pengalaman mengasikan berbelanja di toko ini. Menyandang nama Official Store tp gak profesional. Profil Toko ditulis, pesanan diproses lebih kurang 2 jam, ternyata pesanan saya diproses 36 jam (pembayaran di terima Tokped 7 Januari, pesanan diproses 9 Januari). Toko hanya beda Kecamatan pengiriman 2 hari, itu pun krn saya ambil ke Staging Storenya.;https://www.tokopedia.com/amazfitofficial-/amazfit-bip-3-pro-smartwatch-1-69-touch-screen-gps-jam-tangan-spo2-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
144;"Amazfit Bip 3 Pro Smartwatch 1.69"" Touch Screen, GPS jam tangan SpO2 - Hitam";2;pengiriman nya lambat sekali. nyangkut di anter aja cimahi sampe 7 hari.........;https://www.tokopedia.com/amazfitofficial-/amazfit-bip-3-pro-smartwatch-1-69-touch-screen-gps-jam-tangan-spo2-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
145;"Amazfit Bip 3 Pro Smartwatch 1.69"" Touch Screen, GPS jam tangan SpO2 - Hitam";2;Bagus sih, sudah dicoba untuk sepeda, hiking, walking. Tapi baru 33 hari, sudah mati, tidak bangun lagi, layar gelap, di charge gak bisa, akhirnya harus antri service di Unicom Roxy. Semoga bisa diperbaiki atau diganti baru secepatnya. Masa baru beli, baru pake, lalu rusak.;https://www.tokopedia.com/amazfitofficial-/amazfit-bip-3-pro-smartwatch-1-69-touch-screen-gps-jam-tangan-spo2-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
146;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - putih;2;jam tangan tidak setipis seperti di fotonya;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
147;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;gak layak dipake. ukurannya terlalu kecil untuk dipake cowok, lebih cocok untuk dipake cewek.;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
148;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;barang yg diterima ngk ada masalah sesuai dari promosi foto namun yg masalah disini soal ukuran agk kekecilan;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
149;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;tolong tanggapan ini gmn cara garansinya?;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
150;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;jam y nggk anti air kena air lngsng ngembun tdk sesui iklan;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
151;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;nda sesuai;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
152;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;Terima kasih atas pelayanan yang telah mengecewakan;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
153;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;am Tangan , bagian ujung lepas,;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
154;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;warnanya tidak sesuai pesanan;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
155;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;ya gitu deh;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
156;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;sorry. tku;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
157;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - black;2;barang tidak sesuai di foto;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
158;"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam";2;di iklan ada bundle strap tapi pas dateng ga ada sama sekali wkwk;https://www.tokopedia.com/amazfitofficial-/amazfit-bip-3-smartwatch-1-69-ultra-large-color-display-50-watch-face-hitam?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D13204860
159;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;2;pengiriman tidak sesuai dengan estimasi,kurir si cepat bermasalah,pelapak tidak memperhatikan pula,harus di komplain dahulu,baru terkirim.;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
160;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;2;jam sudah saya terima , tapi kenapa jamnya tidak bisa on ? padahal saya sudah ikut instruksi di manual book nya. Jangan jangan barangnya rusak yang dikirim ?;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
161;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - PURPLE;1;Barang tidak berfungsi dan tidak bisa dicarg;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
162;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;1;pin di strap kurang satu, barang cacat tidak layak dijual.;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
163;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;1;lama responnya, padahal order pakai gosend instant, masa pengirimannya bisa 3 Hari..;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
164;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;1;barang tidak saya terima;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
165;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;1;2x salah kirim barang zzz. yg pertama dikirim kabel yg pas komplain dikirim yg champ zzz;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
166;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;1;Beli tgl 5 agustus sek sudah rusak.. awalnya lampu hijau menyala terus pdhal sedang tidak dipakai, lalu batre habis dan sek tidak mw mengisi ketika di charge.. sudah chatt tp tdk ad kemajuan tiap hari ditanya kendala melulu pdhal sudah dijelaskan..bagaimana ini VYATTA??;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
167;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;1;Baru dipakai sehari setelah dtg sudah copot switch nya :(;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
168;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;1;Barangnya rusak;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
169;VYATTA Fitme Pro Smartwatch - Custom Watch Face, Full Touch, Metal - BLACK;1;Jam ini baru saya beli 2 minggu sudah mati total, proses klaim ribet, sampai sekarang tidak jelas bagaimana harus klaim garansi jam ini.;https://www.tokopedia.com/vyattaid/vyatta-fitme-pro-smartwatch-custom-watch-face-full-touch-metal-black?extParam=ivf%3Dfalse%26src%3Dsearch
170;REBIRTH Jam Tangan Wanita Squre Mode Tali silikon Tahan Air Jam Tangan - Hitam;1;payah, pengiriman lewat dari tgl estimasinya;https://www.tokopedia.com/watchyourhome/rebirth-jam-tangan-wanita-squre-mode-tali-silikon-tahan-air-jam-tangan-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
171;REBIRTH Jam Tangan Wanita Squre Mode Tali silikon Tahan Air Jam Tangan - Hitam;1;batrenya mati. kalo barangnya di kirim cek kondisinya lah jangan jam udah mati batrenya tetap di kirim ke pelanggan;https://www.tokopedia.com/watchyourhome/rebirth-jam-tangan-wanita-squre-mode-tali-silikon-tahan-air-jam-tangan-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
172;REBIRTH Jam Tangan Wanita Squre Mode Tali silikon Tahan Air Jam Tangan - Hitam;1;jam nya baru dipake belum ada seminggu sudah mati;https://www.tokopedia.com/watchyourhome/rebirth-jam-tangan-wanita-squre-mode-tali-silikon-tahan-air-jam-tangan-hitam?extParam=ivf%3Dfalse%26src%3Dsearch
173;"SKMEI ORIGINAL ""TAHAN AIR"" Casio Men Sport LED - Jam Tangan Keren - Cokelat Muda";1;Barang datang rongsokan ..tidak hidup saya kecewa..mau di kembalikan menggunakan uang lagi.Ribet...harusnya penjual mengusahakan pengambilan barang bukan pelanggan jadi sibuk ..gimana mau maju konsumen di suruh mengeluarkan uang demi mengembalikan barang rongsokan;https://www.tokopedia.com/rraawo/skmei-original-tahan-air-casio-men-sport-led-jam-tangan-keren-cokelat-muda?extParam=ivf%3Dfalse%26src%3Dsearch
174;"SKMEI ORIGINAL ""TAHAN AIR"" Casio Men Sport LED - Jam Tangan Keren - Cokelat Muda";1;Kok baru sampe langsung mati jamnya??;https://www.tokopedia.com/rraawo/skmei-original-tahan-air-casio-men-sport-led-jam-tangan-keren-cokelat-muda?extParam=ivf%3Dfalse%26src%3Dsearch
175;"SKMEI ORIGINAL ""TAHAN AIR"" Casio Men Sport LED - Jam Tangan Keren - Cokelat Muda";1;Barang udh nyampe..................;https://www.tokopedia.com/rraawo/skmei-original-tahan-air-casio-men-sport-led-jam-tangan-keren-cokelat-muda?extParam=ivf%3Dfalse%26src%3Dsearch
176;"SKMEI ORIGINAL ""TAHAN AIR"" Casio Men Sport LED - Jam Tangan Keren - Cokelat Muda";1;Sangat kecewa. Slow respon. Order tgl 10..sampe tgl 13;https://www.tokopedia.com/rraawo/skmei-original-tahan-air-casio-men-sport-led-jam-tangan-keren-cokelat-muda?extParam=ivf%3Dfalse%26src%3Dsearch
177;"SKMEI ORIGINAL ""TAHAN AIR"" Casio Men Sport LED - Jam Tangan Keren - Cokelat Muda";1;payaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah 2 hari langsung rusak;https://www.tokopedia.com/rraawo/skmei-original-tahan-air-casio-men-sport-led-jam-tangan-keren-cokelat-muda?extParam=ivf%3Dfalse%26src%3Dsearch
178;"SKMEI ORIGINAL ""TAHAN AIR"" Casio Men Sport LED - Jam Tangan Keren - Cokelat Muda";1;kurang puas karena warna tidak sesuai.;https://www.tokopedia.com/rraawo/skmei-original-tahan-air-casio-men-sport-led-jam-tangan-keren-cokelat-muda?extParam=ivf%3Dfalse%26src%3Dsearch
179;"SKMEI ORIGINAL ""TAHAN AIR"" Casio Men Sport LED - Jam Tangan Keren - Cokelat Muda";1;sebelum dikirim hendaknya di cek terlebih dahulu agar kepuasan pembeli terpenuhi dan tidak kecewa;https://www.tokopedia.com/rraawo/skmei-original-tahan-air-casio-men-sport-led-jam-tangan-keren-cokelat-muda?extParam=ivf%3Dfalse%26src%3Dsearch
180;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - Hitam;1;jam rusak;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
181;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - Hitam;1;dagangnya ga jujur. brg returan mau terima dan dana dari toped juga mau terima. pembeli dirugikan!!! penjual jujur pasti laporan ke toped kl dana tlg kembalikan ke pembeli krn brg returan sdh terima. atau jika sdh terlanjur ditransfer sama toped maka langaung balas ke toped tgl agar dikembalikan ke pembeli krn brg returan sdh diterima. tapi ini ga ada niat sama sekali. diminta baik baik malah merasa ga salah!!!!;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
182;jam tangan pria BIDEN Bisnis Mewah Otomatis Date Tahan Air Kuarsa jam - Hitam;1;spt nya bukan stainless, mudah karat dan warnanya pudar;https://www.tokopedia.com/watchyourhome/jam-tangan-pria-biden-bisnis-mewah-otomatis-date-tahan-air-kuarsa-jam-black?extParam=ivf%3Dfalse%26src%3Dsearch
